Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-16684100032,01/02/19,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1031100,American Vodkas,380,Phillips Beverage,37338,UV Vodka PET,6,1750,10.99,16.49,6,98.94,10.5,2.77
INV-16698400090,01/02/19,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831721 43.186038),71,OBRIEN,1031200,American Flavored Vodka,521,JEM Beverage Company,39706,Western Son Watermelon Mini,6,500,4.83,7.25,1,7.25,0.5,0.13
INV-16687700031,01/02/19,3666,Target Store T-1771 / Cedar Rapids,3400 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.716111 41.944272),57,LINN,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,12,129.6,21,5.54
INV-16681700005,01/02/19,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1032200,Imported Flavored Vodka,395,PROXIMO,36641,Three Olives Cucumber Lime,12,750,9.96,14.94,3,44.82,2.25,0.59
INV-16694900008,01/02/19,5492,Heartland Market,319 Court St,Rockwell City,50579,POINT (-94.632453 42.394636),13,CALHOUN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,6,140.16,4.5,1.18
INV-16697700041,01/02/19,3993,New Star Liquor / W 4th S / Waterloo,1625 West 4th St,Waterloo,50701,,7,BLACK HAWK,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69636,Dr McGillicuddys Cherry,12,750,8.66,12.99,3,38.97,2.25,0.59
INV-16697000044,01/02/19,5487,Independence Liquor & Food,1761 Independence Ave,Waterloo,50707,POINT (-92.302514 42.498404),7,Black Hawk,1082000,Imported Cordials & Liqueurs,35,BACARDI USA INC,47865,D'usse VSOP,6,750,32,48,1,48,0.75,0.19
INV-16697700025,01/02/19,3993,New Star Liquor / W 4th S / Waterloo,1625 West 4th St,Waterloo,50701,,7,BLACK HAWK,1031100,American Vodkas,255,Infinium Spirits,37880,Seagrams Extra Smooth Vodka,24,200,1.76,2.64,24,63.36,4.8,1.26
INV-16698800016,01/02/19,4336,Last Call 2,120 N Main St,George,51237,POINT (-96.002297 43.344294),60,LYON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,15.59,23.39,1,23.39,0.75,0.19
INV-16680200119,01/02/19,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1031200,American Flavored Vodka,255,Infinium Spirits,39659,Seagrams Juicy Watermelon Vodka,12,750,5.38,8.07,3,24.21,2.25,0.59
INV-16680700007,01/02/19,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1051100,American Brandies,205,E & J Gallo Winery,52596,E & J VS,12,750,6.5,9.75,12,117,9,2.37
INV-16693900017,01/02/19,5441,Liquor on the Corner,300 East Main,Cherokee,51012,POINT (-95.547298 42.749597),18,CHEROKEE,1081300,American Cordials & Liqueur,434,LUXCO INC,76487,Paramount Amaretto,12,1000,4.05,6.08,12,72.96,12,3.17
INV-16696700024,01/02/19,2571,Hy-Vee Food Store #2 / Waterloo,2181 Logan Ave,Waterloo,50703,POINT (-92.337583 42.530476),7,BLACK HAWK,1051100,American Brandies,205,E & J Gallo Winery,52598,E & J VS,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-16689900002,01/02/19,4131,Fareway Stores #933 / Urbandale,8450 Meredith Dr,Urbandale,50322,POINT (-93.734312 41.643829),77,POLK,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77846,Smirnoff Vanilla,12,375,4.75,7.13,12,85.56,4.5,1.18
INV-16682900015,01/02/19,2545,Hy-Vee Drugstore / Iowa City,310 N 1st St,Iowa City,52245,POINT (-91.528105 42.207428),52,JOHNSON,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19486,Makers 46,6,750,21,31.5,6,188.94,4.5,1.18
INV-16696700064,01/02/19,2571,Hy-Vee Food Store #2 / Waterloo,2181 Logan Ave,Waterloo,50703,POINT (-92.337583 42.530476),7,BLACK HAWK,1032100,Imported Vodkas,420,MOET HENNESSY USA,34155,Belvedere Vodka,6,750,17.15,25.73,1,25.73,0.75,0.19
INV-16681700041,01/02/19,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25616,Seagrams 7 Crown PET Flask,12,750,7.5,11.25,24,270,18,4.75
INV-16699600012,01/02/19,5446,Pump N Pak,1004 Main St.,Rock Valley,51247,POINT (-96.294824 43.200164),84,SIOUX,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,3,40.41,2.25,0.59
INV-16680000086,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1081300,American Cordials & Liqueur,305,Mhw LTD,80015,Blue Chair Bay Key Lime Cream,12,750,9.42,14.13,2,28.26,1.5,0.39
INV-16679900008,01/02/19,5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,2315 Mt Vernon Rd SE,Cedar Rapids,52303,,57,Linn,1012400,Irish Whiskies,370,PERNOD RICARD USA,15644,Jameson,24,375,6.74,10.11,24,242.64,9,2.37
INV-16692200097,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1052100,Imported Brandies,65,Jim Beam Brands,47786,Courvoisier Vs Cognac,12,750,16.79,25.19,6,151.14,4.5,1.18
INV-16696700049,01/02/19,2571,Hy-Vee Food Store #2 / Waterloo,2181 Logan Ave,Waterloo,50703,POINT (-92.337583 42.530476),7,BLACK HAWK,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49186,Remy Martin VSOP,12,750,23.48,35.22,12,422.64,9,2.37
INV-16680800016,01/02/19,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1081400,American Schnapps,434,LUXCO INC,80571,Arrow Peppermint Schnapps Mini,12,500,4.55,6.83,2,13.66,1,0.26
INV-16680000058,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1022200,100% Agave Tequila,370,PERNOD RICARD USA,88186,Olmeca Altos Plata,6,750,12.99,19.49,3,56.22,2.25,0.59
INV-16678400007,01/02/19,3696,Wal-Mart 1723 / Des Moines,5101 SE 14th St,Des Moines,50315,,77,POLK,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,12,134.88,9,2.37
INV-16687700039,01/02/19,3666,Target Store T-1771 / Cedar Rapids,3400 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.716111 41.944272),57,LINN,1032100,Imported Vodkas,240,William Grant & Sons Inc,34753,Reyka Vodka,6,750,10.97,16.46,6,98.76,4.5,1.18
INV-16683900023,01/02/19,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64511,Ciroc Apple,12,375,9.25,13.88,1,13.88,0.37,0.09
INV-16693700026,01/02/19,5140,A to Z Liquor,"114, S  2nd  St",Cherokee,51012,POINT (-95.55132 42.749013),18,CHEROKEE,1051100,American Brandies,434,LUXCO INC,56206,Paramount Peach Brandy,12,750,5.48,8.22,4,32.88,3,0.79
INV-16682500011,01/02/19,5111,Creekside Market,2601 Hwy 6 East,Iowa City,52240,POINT (-91.493643 41.633009),52,JOHNSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,3,36,1.12,0.29
INV-16697900006,01/02/19,4642,Liquor and Tobacco Outlet / Univ Ave Waterloo,2844 University Ave,Waterloo,50701,POINT (-92.382928 42.498321),7,BLACK HAWK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43285,Captain Morgan Original Spiced Rum Pet,12,750,9.06,13.59,12,163.08,9,2.37
INV-16685900005,01/02/19,3841,Hartig Drug Company #2 / Locust,157 Locust St,Dubuque,52001,POINT (-90.665439 42.495308),31,DUBUQUE,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19061,Jim Beam Mini,12,500,5.4,8.1,3,24.3,1.5,0.39
INV-16701100024,01/02/19,3981,Wal-Mart 1152 / Sioux Center,255 16th St SW,Sioux Center,51250,POINT (-96.179835 43.060881),84,SIOUX,1081200,Cream Liqueurs,305,Mhw LTD,73055,Rumchata,12,750,12.5,18.75,12,225,9,2.37
INV-16690400005,01/02/19,4450,Kum & Go #157 / Urbandale,4585 156th St,Urbandale,50323,POINT (-93.833463 41.643162),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,9,111.42,6.75,1.78
INV-16692000008,01/02/19,5126,Price Chopper  /  Merle Hay #1315,4343 Merle Hay Rd,Des Moines,50310,POINT (-93.697647 41.63740800000001),77,POLK,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9,2.37
INV-16684300077,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,24,456.24,24,6.34
INV-16684100030,01/02/19,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,59037,Desert Island Long Island Ice Tea Cocktail,12,1000,3.7,5.55,12,78.48,12,3.17
INV-16700800012,01/02/19,2604,Hy-Vee Wine and Spirits / Lemars,1201 12th Ave SW,Lemars,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1062500,Flavored Rum,370,PERNOD RICARD USA,42718,Malibu Coconut Rum,6,1750,16.49,24.74,6,148.44,10.5,2.77
INV-16700000029,01/02/19,5263,Bernie's Booze LLC,"950, West View Dr",Rock Valley,51247,POINT (-96.308805 43.199647),84,SIOUX,1062500,Flavored Rum,370,PERNOD RICARD USA,42718,Malibu Coconut Rum,6,1750,16.49,24.74,6,148.44,10.5,2.77
INV-16677800019,01/02/19,3644,Wal-Mart 2764 / Altoona,3501  8th St SW,Altoona,50009,POINT (-93.505276 41.644195),77,POLK,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,12,134.88,9,2.37
INV-16700000001,01/02/19,5263,Bernie's Booze LLC,"950, West View Dr",Rock Valley,51247,POINT (-96.308805 43.199647),84,SIOUX,1022200,100% Agave Tequila,35,BACARDI USA INC,89099,Cazadores Anejo,6,750,23.33,35,6,210,4.5,1.18
INV-16680000063,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1042100,Imported Dry Gins,322,Prestige Wine & Spirits Group,28770,Opihr Gin,6,750,15.34,23.01,3,69.03,2.25,0.59
INV-16687100018,01/02/19,5437,Great Pastimes,228 N Main St.,Monticello,52310,POINT (-91.183413 42.24013200000001),53,JONES,1081400,American Schnapps,434,LUXCO INC,80578,Arrow Peppermint Schnapps,6,1750,7,10.5,6,63,10.5,2.77
INV-16697600035,01/02/19,5669,Guddi Mart / Waterloo,306 Byron Ave,Waterloo,50702,POINT (-92.353141 42.480288),7,BLACK HAWK,1011100,Blended Whiskies,297,Laird & Company,23827,Five Star,12,1000,4.4,6.6,12,79.2,12,3.17
INV-16680300010,01/02/19,4487,Casey's General Store #2787 / Cedar Rapids,1661 32nd St NE,Cedar Rapids,52402,POINT (-91.662119 42.010447),57,LINN,1062400,Spiced Rum,260,DIAGEO AMERICAS,43338,Captain Morgan Spiced Rum,6,1750,18,27,3,81,5.25,1.38
INV-16691100011,01/02/19,4378,Kum & Go #1202 / Waukee,650 W Hickman Rd,Waukee,50263,POINT (-93.887586 41.614927),25,DALLAS,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25606,Seagrams 7 Crown,12,750,7.5,11.25,5,56.25,3.75,0.99
INV-16682800197,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1022100,Mixto Tequila,395,PROXIMO,89197,Jose Cuervo Especial Reposado,12,1000,13,19.5,1,19.5,1,0.26
INV-16680900006,01/02/19,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1011100,Blended Whiskies,395,PROXIMO,27884,Tin Cup,6,1750,25,37.5,6,225,10.5,2.77
INV-16682700007,01/02/19,4160,Fareway Stores #034 / Iowa City,2765 Commerce Dr,Iowa City,52240,POINT (-91.48043 41.629617),52,JOHNSON,1062400,Spiced Rum,240,William Grant & Sons Inc,45886,Sailor Jerry Spiced Navy Rum,12,750,9.65,14.48,12,173.76,9,2.37
INV-16686000033,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1012200,Scotch Whiskies,55,SAZERAC NORTH AMERICA,8827,Lauder's,12,1000,6.14,9.21,4,36.84,4,1.05
INV-16688100027,01/02/19,3912,Smokin' Joe's #14 Tobacco and Liquor Outlet,225 Edgewood Rd,Cedar Rapids,52405,,57,LINN,1031200,American Flavored Vodka,205,E & J Gallo Winery,40594,New Amsterdam Peach,12,750,7.5,11.25,1,11.25,0.75,0.19
INV-16696500003,01/02/19,5599,Kwik Stop 4,515 Broadway St,Waterloo,50703,POINT (-92.345106 42.510792),7,BLACK HAWK,1032100,Imported Vodkas,35,BACARDI USA INC,34433,Grey Goose,12,750,18.49,27.74,2,55.48,1.5,0.39
INV-16689600014,01/02/19,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,Polk,1071100,Cocktails /RTD,370,PERNOD RICARD USA,62061,Kahlua Frozen Mudslide,6,1750,7.99,11.99,6,71.94,10.5,2.77
INV-16697500007,01/02/19,5703,West Side Liquor,919 West 5th Street,Waterloo,50702,POINT (-92.346356 42.488567),7,BLACK HAWK,1051100,American Brandies,115,CONSTELLATION BRANDS INC,56193,Paul Masson Peach Grande Amber Brandy,24,200,1.96,2.94,24,70.56,4.8,1.26
INV-16684300002,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1031100,American Vodkas,434,LUXCO INC,36307,Hawkeye Vodka,12,1000,4.05,6.08,24,145.92,24,6.34
INV-16694000039,01/02/19,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012,POINT (-95.551866 42.75508),18,CHEROKEE,1051100,American Brandies,205,E & J Gallo Winery,52596,E & J VS,12,750,6.5,9.75,2,19.5,1.5,0.39
INV-16695000009,01/02/19,5509,Heartland Market,1101 Main St,Manson,50563,POINT (-94.534319 42.530636),13,CALHOUN,1012400,Irish Whiskies,370,PERNOD RICARD USA,15627,Jameson,12,1000,19.48,29.22,3,85.41,3,0.79
INV-16682500022,01/02/19,5111,Creekside Market,2601 Hwy 6 East,Iowa City,52240,POINT (-91.493643 41.633009),52,JOHNSON,1052100,Imported Brandies,420,MOET HENNESSY USA,48099,Hennessy VS,24,200,6.24,9.36,2,18.72,0.4,0.1
INV-16697200008,01/02/19,5113,"Ray's Supermarket, Inc.",1975 Franklin St,Waterloo,50703,POINT (-92.315215 42.495394),7,BLACK HAWK,1011100,Blended Whiskies,297,Laird & Company,23826,Five Star,12,750,3.5,5.25,12,63,9,2.37
INV-16692600053,01/02/19,2200,Sac Liquor Store,619 E Main St,Sac City,50583,POINT (-94.974011 42.421341),81,SAC,1062200,White Rum,35,BACARDI USA INC,43123,Bacardi Superior,48,200,2.5,3.75,2,7.5,0.4,0.1
INV-16698700056,01/02/19,4589,Dyno's #53 / Sibley,1026 2nd Ave,Sibley,51249,POINT (-95.752119 43.397431),72,OSCEOLA,1062500,Flavored Rum,35,BACARDI USA INC,43137,Bacardi Limon,12,1000,9.5,14.25,12,171,12,3.17
INV-16694300016,01/02/19,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10803,Crown Royal Regal Apple Mini,10,300,7.35,11.03,1,11.03,0.3,0.07
INV-16682800033,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1011200,Straight Bourbon Whiskies,434,LUXCO INC,18196,Ezra Brooks Sour Mash Bourbon,12,750,7.5,11.25,3,33.75,2.25,0.59
INV-16694200008,01/02/19,3749,Wal-Mart 1526 / Storm Lake,1831 Lake Ave NW,Storm Lake,50588,POINT (-95.200739 42.663904),11,BUENA VIST,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11298,Crown Royal,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-16690800005,01/02/19,4359,Kum & Go #75 / Waukee,350 SE University Ave,Waukee,50263,POINT (-93.865479 41.600403),25,DALLAS,1022100,Mixto Tequila,395,PROXIMO,89194,Jose Cuervo Especial Reposado Flask,24,375,5.5,8.25,6,49.5,2.25,0.59
INV-16696100023,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68039,Baileys Original Irish Cream 100ml,4,2400,31.92,47.88,4,191.52,9.6,2.53
INV-16685400081,01/02/19,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001,,31,DUBUQUE,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69637,Dr McGillicuddys Cherry,12,1000,11,16.5,24,396,24,6.34
INV-16691700009,01/02/19,4868,Kum & Go #59 / Waukee,400 Prairie Bluff Dr,Waukee,50263,POINT (-93.880018 41.565606),25,DALLAS,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Spiced Rum,24,375,5,7.5,6,45,2.25,0.59
INV-16700400010,01/02/19,4231,Fareway Stores #719 / Le Mars,115 Plymouth St NE,Le Mars,51031,POINT (-96.164909 42.793066),75,PLYMOUTH,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86886,Southern Comfort,12,750,10.33,15.5,12,186,9,2.37
INV-16683800025,01/02/19,5460,Smokin Joe's # 6 Tobacco and Liquor Outlet,2411 2nd St Ste 4,Coralville,52241,POINT (-91.599549 41.68363),52,JOHNSON,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49083,Remy Martin 1738 Accord Royal,24,200,7.07,10.61,2,21.22,0.4,0.1
INV-16689600004,01/02/19,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,Polk,1071100,Cocktails /RTD,395,PROXIMO,58835,Jose Cuervo Authentic Lime Margarita,6,800,4.62,6.93,6,41.58,4.8,1.26
INV-16680000075,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1031200,American Flavored Vodka,259,Heaven Hill Brands,39922,Deep Eddy Peach,12,750,9,13.5,2,27,1.5,0.39
INV-16685700077,01/02/19,2465,Sid's Beverage Shop,2727 Dodge St,Dubuque,52003,POINT (-90.705328 42.491862),31,DUBUQUE,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19226,Knob Creek,6,750,20,30,1,30,0.75,0.19
INV-16679700004,01/02/19,3618,Wal-Mart 2716 / Cedar Rapids,3601 29th Ave SW,Cedar Rapids,52404,POINT (-91.718042 41.949215),57,LINN,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12408,Canadian Ltd Whisky,6,1750,8.14,12.21,6,82.26,10.5,2.77
INV-16677400026,01/02/19,4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14th St,Des Moines,50313,POINT (-93.600266 41.648602),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89191,Jose Cuervo Especial Reposado Mini,12,500,11.5,17.25,1,17.25,0.5,0.13
INV-16698600001,01/02/19,5423,Stammer Liquor Corp,615 2nd Ave,Sheldon,51201,POINT (-95.854899 43.184242),71,OBRIEN,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75230,Kinky Red,6,750,10,15,1,15,0.75,0.19
INV-16679100015,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1022200,100% Agave Tequila,410,Patron Spirits Company,88296,Patron Silver,12,750,27.5,41.25,12,495,9,2.37
INV-16680200152,01/02/19,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1011200,Straight Bourbon Whiskies,395,PROXIMO,15542,Bushmills Red Bush,12,750,14,21,2,42,1.5,0.39
INV-16696200102,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1062100,Gold Rum,434,LUXCO INC,45245,Paramount Gold Rum PET,12,750,4,6,2,12,1.5,0.39
INV-16687500080,01/02/19,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,LINN,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27474,Bird Dog Blackberry,6,750,10,15,6,90,4.5,1.18
INV-16679600067,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1031100,American Vodkas,300,McCormick Distilling Co.,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,12,134.52,21,5.54
INV-16679900097,01/02/19,5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,2315 Mt Vernon Rd SE,Cedar Rapids,52303,,57,Linn,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,41076,Jeremiah Weed Sweet Tea Vodka,12,750,10.06,15.09,1,15.09,0.75,0.19
INV-16678500020,01/02/19,4622,Quik Trip #544 / SE 14th DM,"3941, SE 14th St",Des Moines,50320,POINT (-93.596748 41.548497),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
INV-16687500144,01/02/19,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,LINN,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49189,Remy Martin VSOP,24,200,6.48,9.72,3,29.16,0.6,0.15
INV-16690700095,01/02/19,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1701100,Temporary & Specialty Packages,461,Skyy Spirits Inc,77771,Wild Turkey American Honey Mini,12,500,5,7.5,1,7.5,0.5,0.13
INV-16696200021,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1011200,Straight Bourbon Whiskies,461,Skyy Spirits Inc,22158,Wild Turkey 101,6,1750,27,40.5,2,81,3.5,0.92
INV-16678500043,01/02/19,4622,Quik Trip #544 / SE 14th DM,"3941, SE 14th St",Des Moines,50320,POINT (-93.596748 41.548497),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,4,48,1.5,0.39
INV-16688300090,01/02/19,5176,Smokin' Joe's #15 Tobacco and Liquor Outlet,455 Edgewood Rd NW,Cedar Rapids,52405,POINT (-91.715903 41.97805),57,LINN,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,2,24.76,1.5,0.39
INV-16680200045,01/02/19,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1081400,American Schnapps,380,Phillips Beverage,83363,Ice Hole Butterscotch Schnapps,12,750,5.15,7.73,2,15.46,1.5,0.39
INV-16679300054,01/02/19,4482,Indy 66 West #929 / Indianola,2001 W 2nd Ave,Indianola,50125,POINT (-93.58762800000001 41.356153),91,WARREN,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,11.07,16.61,3,49.83,2.25,0.59
INV-16679600183,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1081400,American Schnapps,65,Jim Beam Brands,82607,Dekuyper Sour Apple Pucker,12,1000,7.87,11.81,3,35.43,3,0.79
INV-16679600002,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4367,Balvenie Caribbean Cask 14yr,6,750,39.96,59.94,6,359.64,4.5,1.18
INV-16695400055,01/02/19,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1062200,White Rum,35,BACARDI USA INC,43123,Bacardi Superior,48,200,2.5,3.75,2,7.5,0.4,0.1
INV-16678100008,01/02/19,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317,POINT (-93.561517 41.600476),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon,48,100,0.9,1.35,240,324,24,6.34
